,Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability,Type_Count,Pre_Count,Ing_Count,Top_Type,Top_Pre,Top_Ing,Total_Time,Type_Freq,Pre_Freq,Ing_Freq,Ing_Sim,Pre_Sim,Is_Aller
2951,R2952,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,15,Medium,U399,Gluten-Free,2,Feedback 2952,2024-12-05,Winter,Casual,4,626,,19.21,473,Yes,2,2,2,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",5,0.4,0.4,0.4,1.0,0.99999994,0
2952,R2953,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,23,Medium,U568,,3,Feedback 2953,2024-07-16,Summer,Party,1,263,,16.94,240,Yes,2,2,2,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14242914,0.094956286,0
2953,R2954,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,77,Medium,U436,Gluten-Free,4,Feedback 2954,2024-04-05,Winter,Party,3,232,,12.29,234,Yes,3,3,3,Indian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",8,0.375,0.375,0.375,0.21890011,0.2786578,0
2954,R2955,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,40,Medium,U494,Gluten-Free,2,Feedback 2955,2024-03-10,Summer,Dinner,3,687,,9.69,322,Yes,4,4,4,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",7,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.99999994,0
2955,R2956,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,41,Easy,U453,Vegan,2,Feedback 2956,2024-03-31,Summer,Dinner,1,464,Soy,5.46,194,No,2,2,2,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",5,0.4,0.4,0.4,0.9999999,1.0,1
2956,R2957,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,16,Medium,U381,Gluten-Free,2,Feedback 2957,2024-05-03,Winter,Dinner,4,652,,11.44,219,Yes,2,2,2,Indian,Boil pasta; Cook beef; Add sauce; Combine.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.31877378,0
2957,R2958,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,37,Medium,U263,Gluten-Free,5,Feedback 2958,2024-10-06,Spring,Lunch,4,414,,13.01,169,No,3,3,3,Italian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",9,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.99999994,0
2958,R2959,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,38,Hard,U748,Vegetarian,4,Feedback 2959,2024-12-10,Spring,Dinner,5,665,Dairy,15.16,228,No,5,5,5,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",11,0.45454545454545453,0.45454545454545453,0.45454545454545453,1.0000001,1.0,0
2959,R2960,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,35,Easy,U288,,2,Feedback 2960,2024-11-27,Summer,Dinner,2,258,Gluten,19.62,112,Yes,2,1,1,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",6,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.61875,0.6008035,0
2960,R2961,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,48,Hard,U166,Vegetarian,3,Feedback 2961,2024-10-12,Summer,Lunch,2,435,Dairy,7.39,294,No,2,2,2,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",5,0.4,0.4,0.4,0.2935025,0.32049504,0
2961,R2962,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,88,Easy,U449,,3,Feedback 2962,2024-01-19,Winter,Party,6,728,Gluten,18.0,221,No,2,2,2,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.61875,0.6008035,0
2962,R2963,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,66,Medium,U235,Gluten-Free,3,Feedback 2963,2024-03-02,Winter,Party,2,468,,13.35,55,Yes,2,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.36058468,0.31877378,0
2963,R2964,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,17,Hard,U167,Vegetarian,5,Feedback 2964,2024-01-15,Fall,Lunch,5,557,Dairy,19.22,180,Yes,3,2,2,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",5,0.6,0.4,0.4,1.0000001,1.0,0
2964,R2965,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,32,Medium,U442,,5,Feedback 2965,2024-07-15,Winter,Dinner,5,675,,12.02,416,No,2,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",11,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.61875,0.6008035,0
2965,R2966,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,89,Easy,U566,,3,Feedback 2966,2024-06-27,Summer,Lunch,4,608,Gluten,15.18,426,No,3,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",4,0.75,0.5,0.5,1.0,1.0,0
2966,R2967,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,37,Medium,U275,,5,Feedback 2967,2024-09-28,Fall,Lunch,1,217,,9.21,144,No,1,1,1,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",5,0.2,0.2,0.2,0.21890011,0.2786578,0
2967,R2968,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,80,Medium,U276,Gluten-Free,1,Feedback 2968,2024-03-26,Summer,Dinner,3,433,,7.16,218,No,3,3,3,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",12,0.25,0.25,0.25,0.21890011,0.2786578,0
2968,R2969,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,54,Hard,U531,Vegetarian,5,Feedback 2969,2024-08-02,Winter,Lunch,2,245,Dairy,17.89,396,Yes,1,1,1,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",2,0.5,0.5,0.5,0.2935025,0.32049504,0
2969,R2970,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,26,Hard,U387,Vegetarian,2,Feedback 2970,2024-01-04,Spring,Party,2,327,Dairy,12.91,442,Yes,3,2,2,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",6,0.5,0.3333333333333333,0.3333333333333333,0.0871313,0.2420375,0
2970,R2971,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,74,Easy,U640,Vegan,5,Feedback 2971,2024-12-15,Winter,Dinner,2,736,Soy,10.99,344,No,2,2,2,Chinese,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14242914,0.5425549,1
2971,R2972,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,73,Medium,U988,Gluten-Free,2,Feedback 2972,2024-02-25,Winter,Dinner,2,603,,10.11,405,No,1,1,1,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.36058468,0.27471507,0
2972,R2973,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,16,Easy,U460,Vegan,5,Feedback 2973,2024-06-03,Winter,Dinner,6,487,Soy,5.76,288,No,2,2,2,Italian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",10,0.2,0.2,0.2,0.14242914,0.094956286,1
2973,R2974,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,71,Hard,U613,Vegetarian,1,Feedback 2974,2024-04-11,Fall,Party,6,683,Dairy,16.04,403,Yes,2,2,2,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",4,0.5,0.5,0.5,0.0871313,0.2420375,0
2974,R2975,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,55,Medium,U509,,4,Feedback 2975,2024-10-29,Spring,Dinner,5,565,,7.25,477,Yes,1,1,1,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3923667,0.7589728,0
2975,R2976,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,39,Medium,U911,Gluten-Free,1,Feedback 2976,2024-02-17,Summer,Lunch,5,341,,10.47,386,No,2,2,2,Indian,Boil pasta; Cook beef; Add sauce; Combine.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",5,0.4,0.4,0.4,1.0,0.31877378,0
2976,R2977,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,58,Hard,U333,Vegetarian,1,Feedback 2977,2024-01-10,Summer,Dinner,6,603,Dairy,14.21,79,Yes,3,3,3,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",10,0.3,0.3,0.3,0.3923667,0.7589728,0
2977,R2978,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,57,Easy,U712,,1,Feedback 2978,2024-04-20,Winter,Party,2,493,Gluten,14.52,232,No,5,3,3,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",10,0.5,0.3,0.3,0.41570342,1.0,0
2978,R2979,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,35,Hard,U208,Vegetarian,2,Feedback 2979,2024-04-18,Winter,Dinner,6,641,Dairy,7.65,86,No,3,3,3,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",6,0.5,0.5,0.5,1.0000001,1.0,0
2979,R2980,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,15,Easy,U305,Vegan,3,Feedback 2980,2024-03-06,Fall,Lunch,5,348,Soy,9.68,77,Yes,3,3,3,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",8,0.375,0.375,0.375,0.9999999,1.0,1
2980,R2981,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,29,Easy,U196,,5,Feedback 2981,2024-08-30,Spring,Dinner,6,340,Gluten,16.37,293,Yes,2,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.61875,1.0,0
2981,R2982,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,86,Easy,U563,,3,Feedback 2982,2024-08-23,Spring,Lunch,1,678,Gluten,19.14,252,Yes,2,1,1,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",3,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.52486247,1.0,0
2982,R2983,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,34,Hard,U574,Vegetarian,5,Feedback 2983,2024-12-29,Winter,Party,6,690,Dairy,5.71,361,No,3,1,1,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",5,0.6,0.2,0.2,0.0871313,0.24441317,0
2983,R2984,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,19,Hard,U771,Vegetarian,4,Feedback 2984,2024-12-11,Spring,Party,6,633,Dairy,12.75,121,Yes,4,3,3,Italian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",8,0.5,0.375,0.375,0.3923667,0.7589728,0
2984,R2985,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,26,Easy,U199,,5,Feedback 2985,2024-05-10,Fall,Casual,5,443,Gluten,12.63,307,No,1,1,1,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.61875,0.6008035,0
2985,R2986,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,53,Hard,U837,Vegetarian,2,Feedback 2986,2024-04-06,Fall,Dinner,6,385,Dairy,11.14,315,Yes,3,3,3,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",7,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0000001,1.0,0
2986,R2987,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,21,Easy,U273,Vegan,1,Feedback 2987,2024-04-15,Fall,Casual,2,630,Soy,19.01,207,Yes,4,4,4,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",7,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.9999999,1.0,1
2987,R2988,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,15,Easy,U725,Vegan,1,Feedback 2988,2024-09-09,Spring,Party,4,790,Soy,11.11,145,Yes,3,3,3,Italian,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",11,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.9999999,1.0,1
2988,R2989,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,16,Easy,U775,,1,Feedback 2989,2024-04-04,Winter,Lunch,2,640,Gluten,12.17,104,No,3,3,3,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",6,0.5,0.5,0.5,1.0,1.0,0
2989,R2990,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,20,Easy,U311,,5,Feedback 2990,2024-09-09,Spring,Casual,6,355,Gluten,17.93,282,No,3,1,1,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",10,0.3,0.1,0.1,0.61875,0.5425549,0
2990,R2991,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,59,Easy,U949,,1,Feedback 2991,2024-07-16,Summer,Dinner,4,619,Gluten,6.33,420,No,2,2,2,Indian,Boil pasta; Cook beef; Add sauce; Combine.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",5,0.4,0.4,0.4,0.52486247,1.0,0
2991,R2992,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,26,Easy,U981,,3,Feedback 2992,2024-07-20,Summer,Party,5,657,Gluten,17.18,495,Yes,1,1,1,Chinese,Boil pasta; Cook beef; Add sauce; Combine.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41570342,1.0,0
2992,R2993,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,42,Medium,U173,Gluten-Free,5,Feedback 2993,2024-03-27,Spring,Casual,5,522,,15.16,291,No,3,3,3,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",10,0.3,0.3,0.3,0.0871313,0.2420375,0
2993,R2994,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,53,Easy,U611,Vegan,3,Feedback 2994,2024-01-21,Fall,Casual,5,697,Soy,14.35,406,No,2,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",8,0.25,0.25,0.25,0.14242914,0.5425549,1
2994,R2995,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,16,Easy,U851,Vegan,1,Feedback 2995,2024-07-19,Fall,Casual,5,656,Soy,12.96,479,Yes,3,3,3,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",6,0.5,0.5,0.5,0.14242914,1.0,1
2995,R2996,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,60,Medium,U130,,3,Feedback 2996,2024-11-30,Fall,Casual,4,472,,14.44,354,Yes,2,2,2,Mexican,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",2,1.0,1.0,1.0,0.9999999,0.9999999,0
2996,R2997,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,15,Medium,U208,,4,Feedback 2997,2024-05-21,Spring,Lunch,6,532,,17.17,240,No,1,1,1,Italian,Prepare dough; Add toppings; Bake pizza.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3923667,0.7589728,0
2997,R2998,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,40,Easy,U396,Vegan,3,Feedback 2998,2024-08-08,Summer,Casual,6,281,Soy,6.34,444,No,3,3,3,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",7,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.9999999,1.0,1
2998,R2999,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,54,Easy,U334,Vegan,1,Feedback 2999,2024-03-23,Summer,Lunch,1,458,Soy,9.54,408,No,1,1,1,Chinese,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",4,0.25,0.25,0.25,0.14242914,0.5425549,1
2999,R3000,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,55,Hard,U834,Vegetarian,3,Feedback 3000,2024-08-01,Winter,Casual,6,514,Dairy,15.42,415,Yes,3,3,3,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0871313,0.2420375,0
3000,R3001,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,20,Easy,U251,Vegan,4,Feedback 3001,2024-07-27,Winter,Casual,2,604,Soy,14.62,380,No,1,1,1,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2935025,0.5425549,1
3001,R3002,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,68,Medium,U336,Gluten-Free,2,Feedback 3002,2024-12-17,Spring,Casual,5,240,,18.0,162,Yes,2,2,2,Indian,Cook beef; Prepare toppings; Assemble tacos.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21890011,0.2786578,0
3002,R3003,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,48,Easy,U252,,2,Feedback 3003,2024-02-15,Fall,Lunch,2,397,Gluten,10.08,289,Yes,1,1,1,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",5,0.2,0.2,0.2,0.61875,0.5425549,0
3003,R3004,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,16,Easy,U248,,2,Feedback 3004,2024-02-19,Spring,Lunch,5,281,Gluten,9.71,391,Yes,4,2,2,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",8,0.5,0.25,0.25,0.61875,1.0,0
3004,R3005,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,65,Medium,U784,Gluten-Free,1,Feedback 3005,2024-08-10,Fall,Lunch,6,592,,15.39,298,No,2,2,2,Indian,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.21890011,0.31877378,0
3005,R3006,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,44,Easy,U657,Vegan,4,Feedback 3006,2024-06-29,Fall,Dinner,2,496,Soy,5.53,446,No,3,3,3,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",5,0.6,0.6,0.6,0.9999999,1.0,1
3006,R3007,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,24,Medium,U540,Gluten-Free,5,Feedback 3007,2024-03-19,Spring,Dinner,3,203,,17.44,461,No,1,1,1,Indian,Boil pasta; Cook beef; Add sauce; Combine.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21890011,0.31877378,0
3007,R3008,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,86,Medium,U232,Gluten-Free,1,Feedback 3008,2024-06-13,Winter,Casual,6,578,,18.66,445,No,1,1,1,Chinese,Chop veggies; Stir-fry; Add sauce; Serve.,"Beef, Taco Shells, Lettuce, Cheese, Tomato",4,0.25,0.25,0.25,0.21890011,0.27471507,0
3008,R3009,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,28,Medium,U485,Gluten-Free,2,Feedback 3009,2024-04-29,Winter,Party,5,526,,13.78,113,Yes,5,5,5,Indian,Cook chicken; Add spices; Pour coconut milk; Simmer.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",9,0.5555555555555556,0.5555555555555556,0.5555555555555556,1.0,0.99999994,0
3009,R3010,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,76,Medium,U117,,3,Feedback 3010,2024-10-27,Fall,Dinner,3,750,,5.71,361,Yes,1,1,1,Italian,Boil pasta; Cook beef; Add sauce; Combine.,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",7,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.21890011,0.6008035,0
